Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,Symbol
2024-01-31 00:00:00+05:30,3091.5032520743407,3150.42943936962,3071.161357939888,3140.7333984375,2671051,0.0,0.0,ADANIENT
2024-02-01 00:00:00+05:30,3155.627291539325,3235.6450705584016,3081.8072084074297,3152.228759765625,4686595,0.0,0.0,ADANIENT
2024-02-02 00:00:00+05:30,3183.666161392428,3207.206717665739,3138.7343286490322,3156.17724609375,2708695,0.0,0.0,ADANIENT
2024-02-05 00:00:00+05:30,3168.7220938864175,3228.0980506470914,3150.1795230459284,3172.170654296875,2191195,0.0,0.0,ADANIENT
2024-02-06 00:00:00+05:30,3182.616400459712,3226.898590938681,3158.726132705813,3202.45849609375,2078891,0.0,0.0,ADANIENT
2024-02-07 00:00:00+05:30,3218.7519974245083,3276.6285594324354,3208.7059999247135,3228.548095703125,2095911,0.0,0.0,ADANIENT
2024-02-08 00:00:00+05:30,3244.2917132366424,3244.2917132366424,3144.8318242317846,3167.32275390625,1679004,0.0,0.0,ADANIENT
2024-02-09 00:00:00+05:30,3183.1662048318944,3223.6498780792163,3119.9417027851514,3213.90380859375,1572789,0.0,0.0,ADANIENT
2024-02-12 00:00:00+05:30,3227.698282315985,3240.6430129302735,3158.726098519205,3168.47216796875,1083138,0.0,0.0,ADANIENT
2024-02-13 00:00:00+05:30,3178.7181251671127,3192.7124816930054,3090.8036270861057,3177.168701171875,1225207,0.0,0.0,ADANIENT
2024-02-14 00:00:00+05:30,3182.7166265842743,3253.9379078795414,3168.572427635155,3205.9072265625,1741264,0.0,0.0,ADANIENT
2024-02-15 00:00:00+05:30,3218.552243914741,3251.4388850009614,3182.766625332096,3192.5126953125,2035204,0.0,0.0,ADANIENT
2024-02-16 00:00:00+05:30,3212.7043096317393,3250.988918197148,3191.362819043285,3222.300537109375,2193673,0.0,0.0,ADANIENT
2024-02-19 00:00:00+05:30,3238.693858164248,3307.266301049669,3234.4956001195133,3257.486328125,1779444,0.0,0.0,ADANIENT
2024-02-20 00:00:00+05:30,3265.6830065547288,3268.4819266268228,3208.8558263168984,3227.298583984375,1467630,0.0,0.0,ADANIENT
2024-02-21 00:00:00+05:30,3236.694717489708,3298.669724433613,3203.708020245372,3221.900634765625,1657021,0.0,0.0,ADANIENT
2024-02-22 00:00:00+05:30,3237.6942655815706,3272.6801560710287,3209.2057547544405,3261.734619140625,1138722,0.0,0.0,ADANIENT
2024-02-23 00:00:00+05:30,3261.7346008783106,3318.611564910125,3223.799948639862,3271.98046875,1975035,0.0,0.0,ADANIENT
2024-02-26 00:00:00+05:30,3270.6809223809255,3342.651896223049,3261.68455065066,3326.408447265625,1695378,0.0,0.0,ADANIENT
2024-02-27 00:00:00+05:30,3337.653905847021,3338.653502704118,3271.680513278616,3300.96875,1125570,0.0,0.0,ADANIENT
2024-02-28 00:00:00+05:30,3307.865983350468,3317.462211122291,3206.2070283300204,3217.702392578125,1358879,0.0,0.0,ADANIENT
2024-02-29 00:00:00+05:30,3218.7519308143683,3303.4177363889034,3204.057905721631,3284.075439453125,1352988,0.0,0.0,ADANIENT
2024-03-01 00:00:00+05:30,3308.5157948567594,3344.6511240583804,3280.477053869646,3317.412109375,1161067,0.0,0.0,ADANIENT
2024-03-04 00:00:00+05:30,3333.6556463413754,3348.649599773196,3308.7157526082233,3315.812744140625,1061244,0.0,0.0,ADANIENT
2024-03-05 00:00:00+05:30,3323.9594887246735,3332.655932601787,3293.721683697318,3308.865478515625,1190416,0.0,0.0,ADANIENT
2024-03-06 00:00:00+05:30,3321.6603900769264,3321.6603900769264,3181.8666705664973,3232.646240234375,1935203,0.0,0.0,ADANIENT
2024-03-07 00:00:00+05:30,3238.69404157053,3260.685173951564,3218.7021030423166,3225.24951171875,856328,0.0,0.0,ADANIENT
2024-03-11 00:00:00+05:30,3239.8933366390775,3257.686209790653,3198.709994271276,3206.05712890625,738851,0.0,0.0,ADANIENT
2024-03-12 00:00:00+05:30,3206.057102548952,3221.4007680012573,3109.745846990092,3121.2412109375,1199487,0.0,0.0,ADANIENT
2024-03-13 00:00:00+05:30,3123.740422697131,3136.7852115107585,2849.001107423185,2905.028564453125,3407040,0.0,0.0,ADANIENT
2024-03-14 00:00:00+05:30,2926.2698222990343,3099.9497792940037,2878.8389993986334,3086.205322265625,3759100,0.0,0.0,ADANIENT
2024-03-15 00:00:00+05:30,3109.745851101965,3142.1326919536477,3060.0159070028576,3130.937255859375,2199094,0.0,0.0,ADANIENT
2024-03-18 00:00:00+05:30,3048.870555153714,3122.7406673043706,2974.850357045052,3110.49560546875,3042515,0.0,0.0,ADANIENT
2024-03-19 00:00:00+05:30,3124.7399857915866,3163.524395268205,3040.624002217059,3051.469482421875,1460452,0.0,0.0,ADANIENT
2024-03-20 00:00:00+05:30,3073.76052696196,3081.957172892082,3019.8823506265703,3050.219970703125,966481,0.0,0.0,ADANIENT
2024-03-21 00:00:00+05:30,3088.3046735356806,3105.84764806598,3058.366794972635,3065.263916015625,1175751,0.0,0.0,ADANIENT
2024-03-22 00:00:00+05:30,3065.313950432111,3127.688699943535,3046.8214076136223,3106.447265625,951557,0.0,0.0,ADANIENT
2024-03-26 00:00:00+05:30,3099.250147291389,3170.6712960394607,3087.8548403996056,3108.6962890625,937103,0.0,0.0,ADANIENT
2024-03-27 00:00:00+05:30,3113.744317187465,3137.18481548594,3104.9978443863765,3120.841552734375,900231,0.0,0.0,ADANIENT
2024-03-28 00:00:00+05:30,3132.7366186184654,3235.6950971499596,3095.5016348777067,3195.811279296875,2327053,0.0,0.0,ADANIENT
2024-04-01 00:00:00+05:30,3228.8977447297193,3290.4730092347036,3206.5569012208025,3250.7890625,1292646,0.0,0.0,ADANIENT
2024-04-02 00:00:00+05:30,3257.6362745999286,3283.6758227025575,3238.6939621175907,3267.432373046875,868829,0.0,0.0,ADANIENT
2024-04-03 00:00:00+05:30,3248.689861555362,3258.8356722753365,3220.701148901962,3232.146484375,1153109,0.0,0.0,ADANIENT
2024-04-04 00:00:00+05:30,3248.690010072664,3271.6807393747163,3200.4094297299093,3209.505859375,1403826,0.0,0.0,ADANIENT
2024-04-05 00:00:00+05:30,3209.8055718389155,3232.6962422951824,3177.6683863938697,3223.5,755607,0.0,0.0,ADANIENT
2024-04-08 00:00:00+05:30,3239.643535741909,3242.1925566543964,3195.911171211732,3223.250244140625,577440,0.0,0.0,ADANIENT
2024-04-09 00:00:00+05:30,3239.3936134047985,3249.689510246319,3183.7161150829056,3197.16064453125,833679,0.0,0.0,ADANIENT
2024-04-10 00:00:00+05:30,3198.7100458821715,3253.28813365692,3191.213069212135,3240.693115234375,1441138,0.0,0.0,ADANIENT
2024-04-12 00:00:00+05:30,3208.706014337054,3246.190897682113,3204.007957766248,3208.60595703125,705173,0.0,0.0,ADANIENT
2024-04-15 00:00:00+05:30,3148.7301731971606,3179.018007481118,3101.948990386933,3146.18115234375,1035378,0.0,0.0,ADANIENT
2024-04-16 00:00:00+05:30,3099.7499794479863,3147.930501103715,3098.7503825503895,3105.147705078125,1134184,0.0,0.0,ADANIENT
2024-04-18 00:00:00+05:30,3123.8901946136075,3143.732290950803,3007.087441771019,3018.0830078125,1703646,0.0,0.0,ADANIENT
2024-04-19 00:00:00+05:30,2998.790649138473,3055.8177001246977,2961.3057660242416,3025.729736328125,1727317,0.0,0.0,ADANIENT
2024-04-22 00:00:00+05:30,3051.7693089338563,3076.259432769061,3023.780595979337,3062.115234375,993929,0.0,0.0,ADANIENT
2024-04-23 00:00:00+05:30,3057.766863353419,3089.7539635911794,3041.873370539665,3063.864501953125,1654272,0.0,0.0,ADANIENT
2024-04-24 00:00:00+05:30,3070.7116969820954,3086.6054343701912,3038.7746243276215,3042.3232421875,605917,0.0,0.0,ADANIENT
2024-04-25 00:00:00+05:30,3048.7704450385204,3119.641765307944,3024.430163704692,3113.994140625,1515529,0.0,0.0,ADANIENT
2024-04-26 00:00:00+05:30,3118.642280802998,3128.6382498354023,3064.814133988827,3079.158203125,662764,0.0,0.0,ADANIENT
2024-04-29 00:00:00+05:30,3108.746448166667,3109.2462466310026,3050.2700278394163,3079.9580078125,648544,0.0,0.0,ADANIENT
2024-04-30 00:00:00+05:30,3092.752711605795,3107.1968375493593,3043.7724650419023,3053.468505859375,804552,0.0,0.0,ADANIENT
2024-05-02 00:00:00+05:30,3070.711568308293,3118.592404998722,3013.8346037939746,3038.374755859375,2219085,0.0,0.0,ADANIENT
2024-05-03 00:00:00+05:30,3028.778643549549,3043.7725972304875,2973.9008706942004,2992.04345703125,1472168,0.0,0.0,ADANIENT
2024-05-06 00:00:00+05:30,2992.0435041937003,2998.9906540335974,2848.8512442836536,2873.4912109375,2377944,0.0,0.0,ADANIENT
2024-05-07 00:00:00+05:30,2888.7848705759534,2904.178808505804,2820.862313362777,2834.806640625,1262311,0.0,0.0,ADANIENT
2024-05-08 00:00:00+05:30,2848.8511765101994,2889.734592268496,2818.8632693890395,2859.39697265625,951411,0.0,0.0,ADANIENT
2024-05-09 00:00:00+05:30,2863.645250207147,2882.4875053618134,2754.8890585921636,2765.53466796875,1485510,0.0,0.0,ADANIENT
2024-05-10 00:00:00+05:30,2793.8231928684786,2807.86757754896,2759.337101225389,2796.122314453125,2354794,0.0,0.0,ADANIENT
2024-05-13 00:00:00+05:30,2801.869992069415,2888.834918687338,2789.375031348449,2878.439208984375,3784373,0.0,0.0,ADANIENT
2024-05-14 00:00:00+05:30,2893.783064694782,3044.772228788347,2873.3913850735594,3036.32568359375,5725807,0.0,0.0,ADANIENT
2024-05-15 00:00:00+05:30,3045.521717248212,3117.592748093482,3036.375503644014,3048.5205078125,1688836,0.0,0.0,ADANIENT
2024-05-16 00:00:00+05:30,3063.764513470938,3075.7096476758647,2973.7507633776477,3040.423828125,1835312,0.0,0.0,ADANIENT
2024-05-17 00:00:00+05:30,3039.824246239514,3089.7540633200506,3014.284496260632,3059.266357421875,825436,0.0,0.0,ADANIENT
2024-05-21 00:00:00+05:30,3066.6633031934953,3173.7202312894697,3033.2768635741404,3116.243408203125,3091659,0.0,0.0,ADANIENT
2024-05-22 00:00:00+05:30,3128.688271977863,3143.7322541487665,3072.2610757158136,3139.683837890625,3371077,0.0,0.0,ADANIENT
2024-05-23 00:00:00+05:30,3155.427431495004,3404.626983214602,3134.286055038197,3385.9345703125,6979082,0.0,0.0,ADANIENT
2024-05-24 00:00:00+05:30,3404.627012594164,3456.456209037533,3354.2474268773,3383.58544921875,3473668,0.0,0.0,ADANIENT
2024-05-27 00:00:00+05:30,3356.6462761995317,3356.6462761995317,3265.732990040626,3287.72412109375,2582485,0.0,0.0,ADANIENT
2024-05-28 00:00:00+05:30,3308.315843056201,3328.157939501472,3227.7484778660278,3242.742431640625,1621168,0.0,0.0,ADANIENT
2024-05-29 00:00:00+05:30,3248.689826862286,3321.5603410541,3210.705145809742,3257.486328125,1910729,0.0,0.0,ADANIENT
2024-05-30 00:00:00+05:30,3252.6883172032753,3272.980183110435,3173.2203635408105,3192.96240234375,1990208,0.0,0.0,ADANIENT
2024-05-31 00:00:00+05:30,3223.949779841536,3433.0653946073453,3223.949779841536,3409.974853515625,6384589,0.0,0.0,ADANIENT
2024-06-03 00:00:00+05:30,3723.498368555933,3742.390651923133,3584.604431240657,3643.780517578125,8511359,0.0,0.0,ADANIENT
2024-06-04 00:00:00+05:30,3518.5811729706757,3518.5811729706757,2732.8479619424593,2940.064453125,20306909,0.0,0.0,ADANIENT
2024-06-05 00:00:00+05:30,3028.7785469411247,3148.7301725625553,2748.89142049112,3114.09423828125,8778345,0.0,0.0,ADANIENT
2024-06-06 00:00:00+05:30,3182.716485411033,3221.100908221217,3135.8852736793547,3184.36572265625,5873271,0.0,0.0,ADANIENT
2024-06-07 00:00:00+05:30,3169.1218639829226,3232.4464242125196,3150.3296377941315,3218.252197265625,4740455,0.0,0.0,ADANIENT
2024-06-10 00:00:00+05:30,3265.6829978778624,3283.0758859246084,3204.20778992883,3218.802001953125,4935698,0.0,0.0,ADANIENT
2024-06-11 00:00:00+05:30,3222.7003074068684,3263.6837790581344,3193.7620268420374,3219.951416015625,4173692,0.0,0.0,ADANIENT
2024-06-12 00:00:00+05:30,3223.599936830754,3243.6919320855177,3206.706846881461,3217.75244140625,3022477,0.0,0.0,ADANIENT
2024-06-13 00:00:00+05:30,3228.697854858825,3252.6881794769706,3205.9570263145406,3223.5,3202978,0.0,0.0,ADANIENT
2024-06-14 00:00:00+05:30,3225.0,3275.0,3221.10009765625,3261.75,4224855,1.3,0.0,ADANIENT
2024-06-18 00:00:00+05:30,3310.0,3345.0,3287.199951171875,3309.050048828125,1755612,0.0,0.0,ADANIENT
2024-06-19 00:00:00+05:30,3314.0,3314.0,3226.300048828125,3261.89990234375,1419264,0.0,0.0,ADANIENT
